Product ID,Category,Sub-Category,Product Name,State,Price per product
TEC-PH-10001254,Technology,Phones,Jabra BIZ 2300 Duo QD Duo Corded Headset,Illinois,101.592
FUR-FU-10000758,Furniture,Furnishings,DAX Natural Wood-Tone Poster Frame,Pennsylvania,21.184
TEC-PH-10004071,Technology,Phones,PayAnywhere Card Reader,California,7.992
OFF-ST-10001321,Office Supplies,Storage,"Decoflex Hanging Personal Folder File, Blue",Virginia,15.42
OFF-AP-10003971,Office Supplies,Appliances,Belkin 6 Outlet Metallic Surge Strip,Michigan,9.801
OFF-AR-10002656,Office Supplies,Art,Sanford Liquid Accent Highlighters,Florida,5.344
TEC-PH-10000148,Technology,Phones,Cyber Acoustics AC-202b Speech Recognition Stereo Headset,Washington,10.392
FUR-CH-10000454,Furniture,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",Wisconsin,243.98
OFF-BI-10000831,Office Supplies,Binders,Storex Flexible Poly Binders with Double Pockets,Michigan,2.64
TEC-MA-10003246,Technology,Machines,Hewlett-Packard Deskjet D4360 Printer,California,111.992
OFF-BI-10000778,Office Supplies,Binders,GBC VeloBinder Electric Binding Machine,Florida,36.294
OFF-ST-10001172,Office Supplies,Storage,"Tennsco Lockers, Sand",New York,20.98
OFF-EN-10004386,Office Supplies,Envelopes,"Recycled Interoffice Envelopes with String and Button Closure, 10 x 13",New York,23.99
OFF-AR-10001868,Office Supplies,Art,Prang Dustless Chalk Sticks,New York,1.68
OFF-PA-10000528,Office Supplies,Paper,Xerox 1981,Indiana,5.28
FUR-TA-10002903,Furniture,Tables,"Bevis Round Bullnose 29"" High Table Top",California,207.768
OFF-BI-10004040,Office Supplies,Binders,Wilson Jones Impact Binders,Connecticut,5.18
TEC-PH-10004345,Technology,Phones,Cisco SPA 502G IP Phone,Texas,95.96
OFF-AR-10001419,Office Supplies,Art,Newell 325,Ohio,3.304
TEC-AC-10002323,Technology,Accessories,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,Ohio,17.68
OFF-AP-10000938,Office Supplies,Appliances,Avanti 1.7 Cu. Ft. Refrigerator,Ohio,80.784
FUR-CH-10004983,Furniture,Chairs,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,New York,144.882
OFF-ST-10000025,Office Supplies,Storage,Fellowes Stor/Drawer Steel Plus Storage Drawers,California,95.43
TEC-MA-10003979,Technology,Machines,Ativa V4110MDD Micro-Cut Shredder,New York,699.99
OFF-PA-10003270,Office Supplies,Paper,Xerox 1954,Arizona,4.224
TEC-AC-10002370,Technology,Accessories,Maxell CD-R Discs,Tennessee,1.576
OFF-EN-10002600,Office Supplies,Envelopes,"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2",California,2.95
TEC-PH-10001530,Technology,Phones,Cisco Unified IP Phone 7945G VoIP phone,California,272.792
OFF-BI-10003274,Office Supplies,Binders,"Avery Durable Slant Ring Binders, No Labels",Michigan,3.98
TEC-AC-10000580,Technology,Accessories,Logitech G13 Programmable Gameboard with LCD Display,Texas,63.992
OFF-LA-10000476,Office Supplies,Labels,"Avery 05222 Permanent Self-Adhesive File Folder Labels for Typewriters, on Rolls, White, 250/Roll",Maryland,4.13
OFF-AP-10002684,Office Supplies,Appliances,"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",Wisconsin,121.58
TEC-PH-10004908,Technology,Phones,Panasonic KX TS3282W Corded phone,California,67.992
OFF-PA-10003729,Office Supplies,Paper,Xerox 1998,Texas,5.184
TEC-CO-10004202,Technology,Copiers,Brother DCP1000 Digital 3 in 1 Multifunction Machine,California,239.992
OFF-BI-10004519,Office Supplies,Binders,GBC DocuBind P100 Manual Binding Machine,Florida,49.794
OFF-PA-10002245,Office Supplies,Paper,Xerox 1895,Texas,4.784
OFF-AP-10000026,Office Supplies,Appliances,Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection,Virginia,60.97
OFF-PA-10000859,Office Supplies,Paper,Unpadded Memo Slips,Arizona,3.184
OFF-PA-10001725,Office Supplies,Paper,Xerox 1892,California,38.76
OFF-ST-10004337,Office Supplies,Storage,"SAFCO Commercial Wire Shelving, 72h",Virginia,61.24
FUR-BO-10004360,Furniture,Bookcases,Rush Hierlooms Collection Rich Wood Bookcases,Michigan,160.98
OFF-BI-10000848,Office Supplies,Binders,Angle-D Ring Binders,Pennsylvania,1.641
OFF-AP-10000696,Office Supplies,Appliances,Holmes Odor Grabber,Delaware,14.42
OFF-SU-10000432,Office Supplies,Supplies,Acco Side-Punched Conventional Columnar Pads,Texas,2.776
OFF-ST-10004340,Office Supplies,Storage,"Fellowes Mobile File Cart, Black",Illinois,49.744
OFF-PA-10004530,Office Supplies,Paper,Personal Creations Ink Jet Cards and Labels,California,11.48
OFF-AR-10003217,Office Supplies,Art,Newell 316,Alabama,4.89
TEC-PH-10002468,Technology,Phones,"Plantronics CS 50-USB - headset - Convertible, Monaural",Texas,108.792
TEC-PH-10000213,Technology,Phones,Seidio BD2-HK3IPH5-BK DILEX Case and Holster Combo for Apple iPhone 5/5s - Black,California,24.808
OFF-BI-10001098,Office Supplies,Binders,Acco D-Ring Binder w/DublLock,Illinois,4.276
OFF-ST-10000918,Office Supplies,Storage,Crate-A-Files,Tennessee,8.72
TEC-PH-10001198,Technology,Phones,Avaya 4621SW VoIP phone,Washington,59.16
OFF-PA-10000955,Office Supplies,Paper,Southworth 25% Cotton Granite Paper & Envelopes,Texas,5.232
OFF-PA-10002666,Office Supplies,Paper,Southworth 25% Cotton Linen-Finish Paper & Envelopes,Massachusetts,9.06
OFF-AR-10004757,Office Supplies,Art,Crayola Colored Pencils,Florida,2.624
OFF-AR-10001954,Office Supplies,Art,Newell 331,New York,4.89
OFF-PA-10000575,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page",New York,6.69
OFF-SU-10002881,Office Supplies,Supplies,Martin Yale Chadless Opener Electric Letter Opener,Missouri,832.81
OFF-AP-10002457,Office Supplies,Appliances,"Eureka The Boss Plus 12-Amp Hard Box Upright Vacuum, Red",New York,104.65
TEC-PH-10000526,Technology,Phones,Vtech CS6719,Illinois,76.792
OFF-LA-10004545,Office Supplies,Labels,Avery 50,Washington,12.53
OFF-PA-10000141,Office Supplies,Paper,"Ampad Evidence Wirebond Steno Books, 6"" x 9""",California,2.18
OFF-LA-10004008,Office Supplies,Labels,Avery 507,Tennessee,2.304
FUR-BO-10002545,Furniture,Bookcases,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",Texas,177.4664
OFF-LA-10001982,Office Supplies,Labels,Smead Alpha-Z Color-Coded Name Labels First Letter Starter Set,Kentucky,3.75
FUR-FU-10002671,Furniture,Furnishings,Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp,Colorado,10.72
OFF-ST-10001469,Office Supplies,Storage,Fellowes Bankers Box Recycled Super Stor/Drawer,California,53.98
OFF-LA-10001045,Office Supplies,Labels,Permanent Self-Adhesive File Folder Labels for Typewriters by Universal,Texas,2.088
TEC-AC-10000710,Technology,Accessories,Maxell DVD-RAM Discs,New Jersey,16.48
TEC-AC-10000474,Technology,Accessories,Kensington Expert Mouse Optical USB Trackball for PC or Mac,California,94.99
TEC-AC-10002217,Technology,Accessories,Imation Clip USB flash drive - 8 GB,New York,18.8
FUR-CH-10002304,Furniture,Chairs,"Global Stack Chair without Arms, Black",Illinois,18.186
OFF-LA-10000973,Office Supplies,Labels,Avery 502,Pennsylvania,2.52
FUR-FU-10004091,Furniture,Furnishings,"Howard Miller 13"" Diameter Goldtone Round Wall Clock",Illinois,18.776
TEC-PH-10001527,Technology,Phones,Plantronics MX500i Earset,Massachusetts,42.95
OFF-SU-10001165,Office Supplies,Supplies,Acme Elite Stainless Steel Scissors,Texas,6.672
TEC-PH-10002085,Technology,Phones,Clarity 53712,Texas,52.792
FUR-FU-10000448,Furniture,Furnishings,Tenex Chairmats For Use With Carpeted Floors,California,15.98
FUR-CH-10003846,Furniture,Chairs,Hon Valutask Swivel Chairs,California,80.784
OFF-AP-10003266,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Large Room",Pennsylvania,11.848
FUR-FU-10002157,Furniture,Furnishings,Artistic Insta-Plaque,Georgia,15.68
OFF-AR-10003373,Office Supplies,Art,"Boston School Pro Electric Pencil Sharpener, 1670",California,30.98
OFF-ST-10004186,Office Supplies,Storage,"Stur-D-Stor Shelving, Vertical 5-Shelf: 72""H x 36""W x 18 1/2""D",California,110.98
OFF-EN-10003296,Office Supplies,Envelopes,Tyvek Side-Opening Peel & Seel Expanding Envelopes,California,90.48
TEC-PH-10002103,Technology,Phones,Jabra SPEAK 410,California,75.192
FUR-TA-10002855,Furniture,Tables,Bevis Round Conference Table Top & Single Column Base,Texas,102.438
TEC-AC-10004227,Technology,Accessories,SanDisk Ultra 16 GB MicroSDHC Class 10 Memory Card,Arizona,10.392
OFF-AP-10003842,Office Supplies,Appliances,Euro-Pro Shark Turbo Vacuum,Ohio,24.784
OFF-BI-10001191,Office Supplies,Binders,Canvas Sectional Post Binders,Florida,7.638
OFF-AP-10001303,Office Supplies,Appliances,"Holmes Cool Mist Humidifier for the Whole House with 8-Gallon Output per Day, Extended Life Filter",Texas,3.98
OFF-AR-10001972,Office Supplies,Art,Newell 323,California,1.68
OFF-BI-10003718,Office Supplies,Binders,GBC Therma-A-Bind 250T Electric Binding System,New York,98.392
OFF-PA-10003001,Office Supplies,Paper,Xerox 1986,California,6.68
TEC-AC-10002001,Technology,Accessories,Logitech Wireless Gaming Headset G930,New York,159.99
OFF-BI-10002954,Office Supplies,Binders,Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders,Tennessee,1.371
OFF-LA-10001404,Office Supplies,Labels,Avery 517,Massachusetts,3.69
OFF-FA-10000840,Office Supplies,Fasteners,OIC Thumb-Tacks,Texas,0.912
TEC-MA-10002073,Technology,Machines,"3D Systems Cube Printer, 2nd Generation, White",North Carolina,649.995
FUR-BO-10003404,Furniture,Bookcases,"Global Adaptabilites Bookcase, Cherry/Storm Gray Finish",New Jersey,430.98
TEC-AC-10001539,Technology,Accessories,Logitech G430 Surround Sound Gaming Headset with Dolby 7.1 Technology,Minnesota,79.99
TEC-PH-10004042,Technology,Phones,ClearOne Communications CHAT 70 OC Speaker Phone,Illinois,127.192
OFF-AP-10000390,Office Supplies,Appliances,Euro Pro Shark Stick Mini Vacuum,North Carolina,48.784
OFF-BI-10003925,Office Supplies,Binders,Fellowes PB300 Plastic Comb Binding Machine,New York,310.392
FUR-CH-10000225,Furniture,Chairs,"Global Geo Office Task Chair, Gray",Florida,64.784
TEC-AC-10001090,Technology,Accessories,Micro Innovations Wireless Classic Keyboard with Mouse,Connecticut,29.99
TEC-PH-10003931,Technology,Phones,JBL Micro Wireless Portable Bluetooth Speaker,Ohio,35.994
TEC-AC-10000420,Technology,Accessories,Logitech G500s Laser Gaming Mouse with Adjustable Weight Tuning,California,69.99
TEC-AC-10004518,Technology,Accessories,Memorex Mini Travel Drive 32 GB USB 2.0 Flash Drive,Michigan,20
OFF-LA-10000248,Office Supplies,Labels,Avery 52,Texas,2.952
FUR-CH-10004675,Furniture,Chairs,"Lifetime Advantage Folding Chairs, 4/Carton",Massachusetts,218.08
TEC-PH-10000923,Technology,Phones,"Belkin SportFit Armband For iPhone 5s/5c, Fuchsia",Connecticut,14.99
FUR-FU-10000550,Furniture,Furnishings,Stacking Trays by OIC,Delaware,4.98
FUR-CH-10000847,Furniture,Chairs,Global Executive Mid-Back Manager's Chair,Washington,232.784
TEC-PH-10003875,Technology,Phones,KLD Oscar II Style Snap-on Ultra Thin Side Flip Synthetic Leather Cover Case for HTC One HTC M7,Delaware,9.72
FUR-FU-10003724,Furniture,Furnishings,Westinghouse Clip-On Gooseneck Lamps,Arizona,6.696
OFF-BI-10004828,Office Supplies,Binders,GBC Poly Designer Binding Covers,New York,13.392
FUR-FU-10002703,Furniture,Furnishings,"Tenex Traditional Chairmats for Hard Floors, Average Lip, 36"" x 48""",California,64.45
OFF-LA-10001474,Office Supplies,Labels,Avery 477,Oregon,24.424
FUR-BO-10003546,Furniture,Bookcases,Hon 4-Shelf Metal Bookcases,Georgia,100.98
OFF-BI-10004318,Office Supplies,Binders,Ibico EB-19 Dual Function Manual Binding System,Pennsylvania,51.897
OFF-PA-10004405,Office Supplies,Paper,Rediform Voice Mail Log Books,California,2.98
OFF-BI-10002003,Office Supplies,Binders,Ibico Presentation Index for Binding Systems,Washington,3.184
FUR-BO-10004695,Furniture,Bookcases,O'Sullivan 2-Door Barrister Bookcase in Odessa Pine,California,153.833
TEC-PH-10001580,Technology,Phones,Logitech Mobile Speakerphone P710e - speaker phone,California,107.984
FUR-FU-10000719,Furniture,Furnishings,"DAX Cubicle Frames, 8-1/2 x 11",Georgia,8.57
OFF-BI-10000756,Office Supplies,Binders,Storex DuraTech Recycled Plastic Frosted Binders,Texas,0.848
OFF-ST-10002214,Office Supplies,Storage,X-Rack File for Hanging Folders,Texas,9.032
OFF-ST-10000736,Office Supplies,Storage,Carina Double Wide Media Storage Towers in Natural & Black,California,80.98
FUR-FU-10003553,Furniture,Furnishings,"Howard Miller 13-1/2"" Diameter Rosebrook Wall Clock",Washington,68.77
OFF-AR-10002987,Office Supplies,Art,Prismacolor Color Pencil Set,Texas,15.872
FUR-TA-10004175,Furniture,Tables,"Hon 30"" x 60"" Table with Locking Drawer",Pennsylvania,204.636
OFF-PA-10000289,Office Supplies,Paper,Xerox 213,Rhode Island,6.48
FUR-FU-10000576,Furniture,Furnishings,Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base,North Carolina,167.872
TEC-PH-10004241,Technology,Phones,Nokia Lumia 1020,Illinois,359.992
TEC-PH-10004447,Technology,Phones,Toshiba IPT2010-SD IP Telephone,California,111.192
OFF-BI-10004506,Office Supplies,Binders,Wilson Jones data.warehouse D-Ring Binders with DublLock,Tennessee,2.469
FUR-FU-10002505,Furniture,Furnishings,Eldon 100 Class Desk Accessories,Washington,3.37
OFF-AP-10004136,Office Supplies,Appliances,Kensington 6 Outlet SmartSocket Surge Protector,Texas,8.196
OFF-BI-10000320,Office Supplies,Binders,GBC Plastic Binding Combs,New York,5.904
TEC-AC-10000158,Technology,Accessories,Sony 64GB Class 10 Micro SDHC R40 Memory Card,California,35.99
OFF-BI-10003655,Office Supplies,Binders,Durable Pressboard Binders,New York,3.04
OFF-AR-10003582,Office Supplies,Art,"Boston Electric Pencil Sharpener, Model 1818, Charcoal Black",Texas,22.52
TEC-AC-10004420,Technology,Accessories,Cherry 142-key Programmable Keyboard,Washington,119.93
TEC-AC-10001874,Technology,Accessories,Logitech Wireless Anywhere Mouse MX for PC and Mac,Florida,47.992
OFF-LA-10001771,Office Supplies,Labels,Avery 513,Illinois,3.984
OFF-AR-10000315,Office Supplies,Art,"Dixon Ticonderoga Maple Cedar Pencil, #2",Ohio,2.456
FUR-FU-10001475,Furniture,Furnishings,"Contract Clock, 14"", Brown",Pennsylvania,17.584
FUR-TA-10000849,Furniture,Tables,Bevis Rectangular Conference Tables,Colorado,72.99
OFF-EN-10002500,Office Supplies,Envelopes,Globe Weis Peel & Seel First Class Envelopes,Michigan,12.78
OFF-FA-10003059,Office Supplies,Fasteners,Assorted Color Push Pins,California,1.81
FUR-TA-10004607,Furniture,Tables,Hon 2111 Invitation Series Straight Table,Delaware,103.481
FUR-FU-10004848,Furniture,Furnishings,DAX Solid Wood Frames,New York,9.77
OFF-AR-10000657,Office Supplies,Art,"Binney & Smith inkTank Desk Highlighter, Chisel Tip, Yellow, 12/Box",Arkansas,2.15
TEC-AC-10003709,Technology,Accessories,Maxell 4.7GB DVD-R 5/Pack,Tennessee,0.792
OFF-ST-10004459,Office Supplies,Storage,Tennsco Single-Tier Lockers,Indiana,375.34
OFF-AP-10001058,Office Supplies,Appliances,Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators,Pennsylvania,223.848
OFF-AR-10001130,Office Supplies,Art,"Quartet Alpha White Chalk, 12/Pack",New York,2.21
FUR-BO-10004834,Furniture,Bookcases,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",Pennsylvania,440.49
OFF-PA-10003129,Office Supplies,Paper,Tops White Computer Printout Paper,Indiana,48.91
TEC-PH-10001433,Technology,Phones,Cisco Small Business SPA 502G VoIP phone,Pennsylvania,61.542
TEC-PH-10000141,Technology,Phones,Clearsounds A400,California,52.792
TEC-PH-10004977,Technology,Phones,GE 30524EE4,Massachusetts,195.99
TEC-AC-10003237,Technology,Accessories,Memorex Micro Travel Drive 4 GB,Missouri,10.6
TEC-AC-10004901,Technology,Accessories,Kensington SlimBlade Notebook Wireless Mouse with Nano Receiver ,Illinois,39.992
OFF-PA-10000520,Office Supplies,Paper,Xerox 201,California,6.48
TEC-AC-10002926,Technology,Accessories,Logitech Wireless Marathon Mouse M705,California,49.99
OFF-PA-10003022,Office Supplies,Paper,Xerox 1992,Massachusetts,5.98
OFF-LA-10004425,Office Supplies,Labels,Staple-on labels,California,2.89
OFF-AR-10000122,Office Supplies,Art,Newell 314,California,5.58
FUR-CH-10003973,Furniture,Chairs,GuestStacker Chair with Chrome Finish Legs,California,297.408
OFF-LA-10000634,Office Supplies,Labels,Avery 509,Colorado,2.088
OFF-BI-10002854,Office Supplies,Binders,"Performers Binder/Pad Holder, Black",California,22.424
FUR-FU-10003691,Furniture,Furnishings,"Eldon Image Series Desk Accessories, Ebony",Texas,4.94
OFF-AR-10004648,Office Supplies,Art,Boston 19500 Mighty Mite Electric Pencil Sharpener,California,20.15
OFF-BI-10003708,Office Supplies,Binders,"Acco Four Pocket Poly Ring Binder with Label Holder, Smoke, 1""",Texas,1.49
TEC-PH-10001557,Technology,Phones,Pyle PMP37LED,California,76.792
OFF-ST-10000636,Office Supplies,Storage,Rogers Profile Extra Capacity Storage Tub,California,16.74
OFF-AR-10003056,Office Supplies,Art,Newell 341,Connecticut,4.28
FUR-TA-10002774,Furniture,Tables,Laminate Occasional Tables,California,123.304
FUR-TA-10002228,Furniture,Tables,"Bevis Traditional Conference Table Top, Plinth Base",Texas,233.352
OFF-PA-10003036,Office Supplies,Paper,"Black Print Carbonless 8 1/2"" x 8 1/4"" Rapid Memo Book",Ohio,5.824
OFF-AR-10004602,Office Supplies,Art,Boston KS Multi-Size Manual Pencil Sharpener,Utah,22.99
FUR-FU-10003274,Furniture,Furnishings,Regeneration Desk Collection,Colorado,1.408
OFF-AR-10002956,Office Supplies,Art,Boston 16801 Nautilus Battery Pencil Sharpener,New York,22.01
TEC-PH-10000455,Technology,Phones,GE 30522EE2,Virginia,115.99
OFF-BI-10002160,Office Supplies,Binders,Acco Hanging Data Binders,Washington,3.048
FUR-FU-10004071,Furniture,Furnishings,Luxo Professional Magnifying Clamp-On Fluorescent Lamps,Pennsylvania,83.208
OFF-LA-10004409,Office Supplies,Labels,Avery 492,Delaware,2.88
OFF-ST-10002292,Office Supplies,Storage,"Sauder Facets Collection Locker/File Cabinet, Sky Alder Finish",Colorado,296.784
FUR-BO-10002202,Furniture,Bookcases,"Atlantic Metals Mobile 2-Shelf Bookcases, Custom Colors",Texas,163.8664
OFF-PA-10004353,Office Supplies,Paper,Southworth 25% Cotton Premium Laser Paper and Envelopes,New York,19.98
TEC-PH-10003072,Technology,Phones,Panasonic KX-TG9541B DECT 6.0 Digital 2-Line Expandable Cordless Phone With Digital Answering System,Missouri,149.99
TEC-PH-10001300,Technology,Phones,"iKross Bluetooth Portable Keyboard + Cell Phone Stand Holder + Brush for Apple iPhone 5S 5C 5, 4S 4",Michigan,20.95
OFF-ST-10003058,Office Supplies,Storage,Eldon Mobile Mega Data Cart  Mega Stackable  Add-On Trays,New York,23.65
FUR-TA-10003715,Furniture,Tables,Hon 2111 Invitation Series Corner Table,Virginia,209.37
TEC-PH-10000011,Technology,Phones,PureGear Roll-On Screen Protector,Ohio,11.994
FUR-FU-10001876,Furniture,Furnishings,"Computer Room Manger, 14""",Ohio,25.984
TEC-PH-10001819,Technology,Phones,Innergie mMini Combo Duo USB Travel Charging Kit,Indiana,44.99
OFF-PA-10004071,Office Supplies,Paper,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",Colorado,44.384
TEC-MA-10003329,Technology,Machines,"Vtech AT&T CL2940 Corded Speakerphone, Black",California,23.992
OFF-BI-10003984,Office Supplies,Binders,Lock-Up Easel 'Spel-Binder',New York,22.824
TEC-PH-10004912,Technology,Phones,Cisco SPA112 2 Port Phone Adapter,New York,54.95
OFF-SU-10002557,Office Supplies,Supplies,Fiskars Spring-Action Scissors,Texas,11.184
OFF-BI-10001196,Office Supplies,Binders,"Avery Flip-Chart Easel Binder, Black",New York,17.904
TEC-PH-10002680,Technology,Phones,Samsung Galaxy Note 3,Mississippi,219.99
OFF-AR-10004010,Office Supplies,Art,Hunt Boston Vacuum Mount KS Pencil Sharpener,Kentucky,34.99
FUR-FU-10001940,Furniture,Furnishings,Staple-based wall hangings,Pennsylvania,6.368
TEC-AC-10002857,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 1/Pack",Texas,5.96
TEC-PH-10002200,Technology,Phones,Aastra 6757i CT Wireless VoIP phone,California,172.352
OFF-BI-10001267,Office Supplies,Binders,"Universal Recycled Hanging Pressboard Report Binders, Letter Size",Ohio,1.851
OFF-PA-10001295,Office Supplies,Paper,Computer Printout Paper with Letter-Trim Perforations,Florida,15.176
TEC-AC-10001998,Technology,Accessories,Logitech LS21 Speaker System - PC Multimedia - 2.1-CH - Wired,New York,19.99
FUR-FU-10004460,Furniture,Furnishings,"Howard Miller 12"" Round Wall Clock",Nevada,39.29
FUR-FU-10004415,Furniture,Furnishings,"Stacking Tray, Side-Loading, Legal, Smoke",Pennsylvania,3.584
OFF-AR-10004165,Office Supplies,Art,"Binney & Smith inkTank Erasable Pocket Highlighter, Chisel Tip, Yellow",Connecticut,2.28
OFF-BI-10000138,Office Supplies,Binders,Acco Translucent Poly Ring Binders,Washington,3.744
OFF-PA-10000304,Office Supplies,Paper,Xerox 1995,Mississippi,6.48
OFF-PA-10001260,Office Supplies,Paper,"TOPS Money Receipt Book, Consecutively Numbered in Red,",Michigan,8.01
OFF-AP-10003622,Office Supplies,Appliances,"Bravo II Megaboss 12-Amp Hard Body Upright, Replacement Belts, 2 Belts per Pack",Florida,2.6
OFF-ST-10002554,Office Supplies,Storage,Tennsco Industrial Shelving,Colorado,39.128
FUR-FU-10002116,Furniture,Furnishings,"Tenex Carpeted, Granite-Look or Clear Contemporary Contour Shape Chair Mats",Texas,28.284
FUR-CH-10001146,Furniture,Chairs,"Global Task Chair, Black",Pennsylvania,35.623
TEC-PH-10001530,Technology,Phones,Plantronics Voyager Pro Legend,California,164.792
FUR-TA-10001771,Furniture,Tables,"Bush Cubix Conference Tables, Fully Assembled",California,184.784
OFF-PA-10004621,Office Supplies,Paper,Xerox 212,Texas,5.184
OFF-PA-10001461,Office Supplies,Paper,HP Office Paper (20Lb. and 87 Bright),South Carolina,6.68
TEC-PH-10004536,Technology,Phones,Avaya 5420 Digital phone,Oklahoma,134.99
OFF-LA-10000081,Office Supplies,Labels,Avery 496,Tennessee,3
FUR-FU-10002918,Furniture,Furnishings,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,Colorado,72.784
TEC-PH-10002817,Technology,Phones,RCA ViSYS 25425RE1 Corded phone,Illinois,107.992
OFF-PA-10002558,Office Supplies,Paper,Xerox 1938,North Carolina,38.32
FUR-TA-10002645,Furniture,Tables,Hon Rectangular Conference Tables,Illinois,113.775
OFF-PA-10002606,Office Supplies,Paper,Xerox 1928,California,5.28
FUR-FU-10001918,Furniture,Furnishings,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,Colorado,3.784
OFF-BI-10002813,Office Supplies,Binders,Avery Reinforcements for Hole-Punch Pages,Oregon,0.594
OFF-AP-10001271,Office Supplies,Appliances,Eureka The Boss Cordless Rechargeable Stick Vac,Tennessee,40.784
OFF-BI-10003476,Office Supplies,Binders,Avery Metallic Poly Binders,New Hampshire,5.73
OFF-AP-10004336,Office Supplies,Appliances,"Conquest 14 Commercial Heavy-Duty Upright Vacuum, Collection System, Accessory Kit",Massachusetts,56.96
OFF-PA-10004609,Office Supplies,Paper,Xerox 221,Florida,5.184
OFF-AR-10001149,Office Supplies,Art,"Sanford Colorific Colored Pencils, 12/Box",Alabama,2.88
OFF-BI-10001294,Office Supplies,Binders,Fellowes Binding Cases,Illinois,2.34
OFF-EN-10004846,Office Supplies,Envelopes,Letter or Legal Size Expandable Poly String Tie Envelopes,Arizona,2.128
OFF-PA-10000157,Office Supplies,Paper,Xerox 191,Wisconsin,19.98
FUR-BO-10003272,Furniture,Bookcases,O'Sullivan Living Dimensions 5-Shelf Bookcases,New York,176.784
FUR-CH-10001482,Furniture,Chairs,Office Star - Mesh Screen back chair with Vinyl seat,Arizona,104.784
OFF-PA-10003657,Office Supplies,Paper,Xerox 1927,Illinois,3.424
OFF-AR-10003338,Office Supplies,Art,"Eberhard Faber 3 1/2"" Golf Pencils",Massachusetts,7.44
FUR-CH-10000309,Furniture,Chairs,Global Comet Stacking Arm Chair,Pennsylvania,295.757
TEC-PH-10003357,Technology,Phones,Grandstream GXP2100 Mainstream Business Phone,Pennsylvania,45.894
OFF-BI-10001679,Office Supplies,Binders,GBC Instant Index System for Binding Systems,North Carolina,2.664
OFF-LA-10003121,Office Supplies,Labels,Avery 506,Kentucky,4.13
OFF-ST-10001031,Office Supplies,Storage,Adjustable Personal File Tote,Illinois,13.024
OFF-EN-10003160,Office Supplies,Envelopes,Pastel Pink Envelopes,Virginia,7.28
OFF-BI-10003719,Office Supplies,Binders,Large Capacity Hanging Post Binders,Pennsylvania,7.485
OFF-ST-10003641,Office Supplies,Storage,Space Solutions Industrial Galvanized Steel Shelving.,New York,78.8
TEC-AC-10001553,Technology,Accessories,"Memorex 25GB 6X Branded Blu-Ray Recordable Disc, 15/Pack",Colorado,13.592
FUR-BO-10002853,Furniture,Bookcases,O'Sullivan 5-Shelf Heavy-Duty Bookcases,Massachusetts,81.94
TEC-PH-10003589,Technology,Phones,invisibleSHIELD by ZAGG Smudge-Free Screen Protector,Pennsylvania,10.794
FUR-FU-10003664,Furniture,Furnishings,"Electrix Architect's Clamp-On Swing Arm Lamp, Black",Texas,38.184
OFF-PA-10002713,Office Supplies,Paper,"Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”",Kentucky,6.88
TEC-AC-10004859,Technology,Accessories,"Maxell Pro 80 Minute CD-R, 10/Pack",Pennsylvania,13.984
FUR-CH-10002961,Furniture,Chairs,"Leather Task Chair, Black",Pennsylvania,63.686
OFF-AP-10003914,Office Supplies,Appliances,"Sanitaire Vibra Groomer IR Commercial Upright Vacuum, Replacement Belts",Florida,2.6
OFF-SU-10003505,Office Supplies,Supplies,Premier Electric Letter Opener,California,115.86
OFF-BI-10004187,Office Supplies,Binders,3-ring staple pack,New York,1.504
FUR-FU-10003975,Furniture,Furnishings,Eldon Advantage Chair Mats for Low to Medium Pile Carpets,New Jersey,43.31
TEC-MA-10002210,Technology,Machines,Epson TM-T88V Direct Thermal Printer - Monochrome - Desktop,Ohio,93.285
FUR-CH-10001854,Furniture,Chairs,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,California,280.784
FUR-FU-10004848,Furniture,Furnishings,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",Texas,20.7
OFF-AP-10001394,Office Supplies,Appliances,Harmony Air Purifier,Michigan,170.1
